"article";"id";"repository";"license_name";"repository_type";"repository_re3data";"fuji_percent";"fuji_percent_f";"fuji_percent_a";"fuji_percent_i";"fuji_percent_r";"fuji_percent_f1";"fuji_percent_f2";"fuji_percent_f3";"fuji_percent_f4";"fuji_percent_a1";"fuji_percent_i1";"fuji_percent_i2";"fuji_percent_i3";"fuji_percent_r1";"fuji_percent_r1_1";"fuji_percent_r1_2";"fuji_percent_r1_3";"fuji_FsF_F1_01D";"fuji_FsF_F1_02D";"fuji_FsF_F2_01M";"fuji_FsF_F3_01M";"fuji_FsF_F4_01M";"fuji_FsF_A1_01M";"fuji_FsF_A1_02M";"fuji_FsF_A1_03D";"fuji_FsF_I1_01M";"fuji_FsF_I2_01M";"fuji_FsF_I3_01M";"fuji_FsF_R1_01MD";"fuji_FsF_R1.1_01M";"fuji_FsF_R1.2_01M";"fuji_FsF_R1.3_01M";"fuji_FsF_R1.3_02D";"fair_enough_score";"fair_enough_score_total";"fair_enough_score_percent";"fair_enough_score_metrics_count";"fair_enough_score_metrics_percent";"fair_enough_xml_document";"fair_enough_Gen2_FM_F1B_metadata";"fair_enough_Gen2_FM_F1A";"fair_enough_Gen2_FM_F2B";"fair_enough_Gen2_FM_F2A";"fair_enough_Gen2_FM_F3_data";"fair_enough_Gen2_FM_F3_metadata";"fair_enough_Gen2_FM_F4";"fair_enough_Gen2_FM_A1.1_data";"fair_enough_Gen2_FM_A1.1_metadata";"fair_enough_Gen2_FM_A1.2_data";"fair_enough_Gen2_FM_A1.2_metadata";"fair_enough_Gen2_FM_A2";"fair_enough_Gen2_FM_I1B_data";"fair_enough_Gen2_FM_I1A_data";"fair_enough_Gen2_FM_I1B_metadata";"fair_enough_Gen2_FM_I1A_metadata";"fair_enough_Gen2_FM_I2B";"fair_enough_Gen2_FM_I2A";"fair_enough_Gen2_FM_I3";"fair_enough_Gen2_FM_R1.1_metadata";"fair_enough_Gen2_FM_R1.1_data";"fair_enough_f1";"fair_enough_f2";"fair_enough_f3";"fair_enough_f4";"fair_enough_a1.1";"fair_enough_a1.2";"fair_enough_a2";"fair_enough_i1";"fair_enough_i2";"fair_enough_i3";"fair_enough_r1.1";"fair_checker_score";"checker_percent_f";"checker_percent_a";"checker_percent_i";"checker_percent_r";"fair_checker_f1";"fair_checker_f2";"fair_checker_a1.1";"fair_checker_a1.2";"fair_checker_i1";"fair_checker_i2";"fair_checker_i3";"fair_checker_r1.1";"fair_checker_r1.2";"fair_checker_r1.3";"fair_checker_F1A";"fair_checker_F1B";"fair_checker_F2A";"fair_checker_F2B";"fair_checker_A1.1";"fair_checker_A1.2";"fair_checker_I1";"fair_checker_I2";"fair_checker_I3";"fair_checker_R1.1";"fair_checker_R1.2";"fair_checker_R1.3"
"10.1038/s41598-021-95645-9";"https://osf.io/qakbv/";"OSF";"NULL";"general-purpose repository";"Open Science Framework";29,17;42,86;33,33;25;20;50;50;0;50;33,33;50;0;0;25;0;50;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;0;NA;NA;NA;7;31,82;TRUE;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1038/s41598-021-92054-w";"https://dx.doi.org/10.17617/3.64";"Edmond";"CC BY";"general-purpose repository";"Edmond";60,42;92,86;33,33;75;40;100;100;50;100;33,33;100;0;100;25;100;50;0;1;1;2;0,5;2;0;1;0;2;0;1;1;2;1;0;0;12;22;54,55;10;45,45;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;0;100;100;0;0;50;50;0;50;50;50;0;79,17;75;100;66,67;83,33;100;50;100;100;50;50;100;100;100;50;2;2;1;1;2;2;1;1;2;2;2;1
"10.1038/s41598-021-85027-6";"https://osf.io/3jq76?view_only=917a4a545f144ddd948c4ae6a3bcb2e5";"OSF";"CC BY";"general-purpose repository";"Open Science Framework";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1038/s41598-021-02162-w";"https://osf.io/kyr8v/";"OSF";"CC BY";"general-purpose repository";"Open Science Framework";37,5;42,86;33,33;25;40;50;50;0;50;33,33;50;0;0;25;100;50;0;1;0;1;0;1;0;1;0;1;0;0;1;2;1;0;0;11;22;50;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;70,83;75;100;33,33;83,33;100;50;100;100;50;50;0;100;100;50;2;2;1;1;2;2;1;1;0;2;2;1
"10.1038/s41598-020-80408-9";"https://doi.org/10.5281/zenodo.3876271";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";79,17;100;100;75;60;100;100;100;100;100;100;0;100;50;100;50;50;1;1;2;1;2;1;1;1;2;0;1;2;2;1;0;1;14;22;63,64;14;63,64;NA;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1038/s41597-021-00913-y";"https://doi.org/10.6084/m9.figshare.13298012.v1";"figshare";"CC0";"general-purpose repository";"figshare";70,83;100;66,67;75;50;100;100;100;100;66,67;100;0;100;25;100;50;50;1;1;2;1;2;0;1;1;2;0;1;1;2;1;0;1;16;22;72,73;15;68,18;NA;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1038/s41593-021-00839-z";"https://doi.org/10.6084/m9.figshare.14035935";"figshare";"CC BY";"general-purpose repository";"figshare";75;100;66,67;100;50;100;100;100;100;66,67;100;100;100;25;100;50;50;1;1;2;1;2;0;1;1;2;1;1;1;2;1;0;1;14;22;63,64;14;63,64;NA;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1038/s41590-021-01059-0";"https://doi.org/10.6084/m9.figshare.14780127.v1";"figshare";"CC BY";"general-purpose repository";"figshare";66,67;100;66,67;75;40;100;100;100;100;66,67;100;0;100;25;100;50;0;1;1;2;1;2;0;1;1;2;0;1;1;2;1;0;0;NA;NA;NA;15;68,18;TRUE;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1038/s41587-021-01037-9";"https://doi.org/10.6084/m9.figshare.14938755";"figshare";"CC BY";"general-purpose repository";"figshare";66,67;100;66,67;75;40;100;100;100;100;66,67;100;0;100;25;100;50;0;1;1;2;1;2;0;1;1;2;0;1;1;2;1;0;0;14;22;63,64;14;63,64;NA;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1038/s41586-021-04177-9";"https://doi.org/10.5281/zenodo.4728981";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";58,33;71,43;66,67;75;40;100;50;0;100;66,67;100;0;100;25;100;50;0;1;1;1;0;2;1;1;0;2;0;1;1;2;1;0;0;14;22;63,64;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;79,17;75;100;66,67;83,33;100;50;100;100;50;50;100;100;100;50;2;2;1;1;2;2;1;1;2;2;2;1
"10.1038/s41586-021-04081-2";"https://github.com/pombo-lab/WinickNg_Kukalev_Harabula_Nature_2021/tree/main/microscopy_images/";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1038/s41586-021-03995-1";"https://doi.org/10.6084/m9.figshare.12436517";"figshare";"CC BY";"general-purpose repository";"figshare";66,67;100;66,67;75;40;100;100;100;100;66,67;100;0;100;25;100;50;0;1;1;2;1;2;0;1;1;2;0;1;1;2;1;0;0;14;22;63,64;14;63,64;NA;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1038/s41526-020-00129-1";"https://doi.org/10.6084/m9.figshare.12129534";"figshare";"CC BY";"general-purpose repository";"figshare";70,83;100;66,67;75;50;100;100;100;100;66,67;100;0;100;25;100;50;50;1;1;2;1;2;0;1;1;2;0;1;1;2;1;0;1;14;22;63,64;14;63,64;NA;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1038/s41467-021-24805-2";"https://doi.org/10.6084/m9.figshare.14785434";"figshare";"CC BY";"general-purpose repository";"figshare";66,67;100;66,67;75;40;100;100;100;100;66,67;100;0;100;25;100;50;0;1;1;2;1;2;0;1;1;2;0;1;1;2;1;0;0;14;22;63,64;14;63,64;NA;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1038/s41467-021-23807-4";"https://doi.org/10.5281/zenodo.3478502";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";75;85,71;100;75;60;100;50;100;100;100;100;0;100;50;100;50;50;1;1;1;1;2;1;1;1;2;0;1;2;2;1;0;1;17;22;77,27;15;68,18;NA;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1038/s41467-021-22446-z";"https://osf.io/qesv4/";"OSF";"CC0";"general-purpose repository";"Open Science Framework";54,17;71,43;33,33;75;40;100;50;0;100;33,33;100;0;100;25;100;50;0;1;1;1;0;2;0;1;0;2;0;1;1;2;1;0;0;11;22;50;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;70,83;75;100;33,33;83,33;100;50;100;100;50;50;0;100;100;50;2;2;1;1;2;2;1;1;0;2;2;1
"10.1038/s41467-021-21994-8";"https://doi.org/10.5281/zenodo.3744152";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";79,17;100;100;75;60;100;100;100;100;100;100;0;100;50;100;50;50;1;1;2;1;2;1;1;1;2;0;1;2;2;1;0;1;NA;NA;NA;15;68,18;TRUE;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1038/s41467-020-20850-5";"https://doi.org/10.5281/zenodo.3992607";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";79,17;100;100;75;60;100;100;100;100;100;100;0;100;50;100;50;50;1;1;2;1;2;1;1;1;2;0;1;2;2;1;0;1;NA;NA;NA;15;68,18;TRUE;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50;79,17;75;100;66,67;83,33;100;50;100;100;50;50;100;100;100;50;2;2;1;1;2;2;1;1;2;2;2;1
"10.1007/s10071-021-01482-8";"https://doi.org/10.5281/zenodo.4223729";"Zenodo";"other (open)";"general-purpose repository";"Zenodo";54,17;71,43;66,67;75;30;100;50;0;100;66,67;100;0;100;25;50;50;0;1;1;1;0;2;1;1;0;2;0;1;1;1;1;0;0;13;22;59,09;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1007/s11517-021-02393-z";"https://doi.org/10.25375/uct.9782798";"ZivaHub";"CC BY";"general-purpose repository";"ZivaHub";70,83;100;66,67;75;50;100;100;100;100;66,67;100;0;100;25;100;50;50;1;1;2;1;2;0;1;1;2;0;1;1;2;1;0;1;13;22;59,09;14;63,64;NA;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1016/j.dib.2021.107011";"http://dx.doi.org/10.17632/fzcmhhjs76.3";"Mendeley Data";"CC BY";"general-purpose repository";"Mendeley Data";62,5;85,71;66,67;75;40;100;100;0;100;66,67;100;0;100;25;100;50;0;1;1;2;0;2;1;1;0;2;0;1;1;2;1;0;0;11;22;50;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;83,33;62,5;100;83,33;100;50;75;100;100;50;100;100;100;100;100;2;0;1;2;2;2;1;2;2;2;2;2
"10.1016/j.isci.2021.102151";"https://zenodo.org/record/4031204#.YCpK_S1h1Bw";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";79,17;100;100;75;60;100;100;100;100;100;100;0;100;50;100;50;50;1;1;2;1;2;1;1;1;2;0;1;2;2;1;0;1;12;22;54,55;12;54,55;NA;0;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1;0;1;1;0;1;50;100;50;0;100;50;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1016/j.isci.2021.102234";"https://doi.org/10.17605/OSF.IO/Y2CFM";"OSF";"NULL";"general-purpose repository";"Open Science Framework";41,67;71,43;33,33;50;20;100;50;0;100;33,33;100;0;0;25;0;50;0;1;1;1;0;2;0;1;0;2;0;0;1;0;1;0;0;12;22;54,55;10;45,45;NA;1;1;1;1;0;1;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;100;100;50;0;50;50;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1016/j.jclinepi.2021.12.012";"https://doi.org/10.5281/zenodo.5141343";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";79,17;100;100;75;60;100;100;100;100;100;100;0;100;50;100;50;50;1;1;2;1;2;1;1;1;2;0;1;2;2;1;0;1;19;22;86,36;14;63,64;NA;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1016/j.neuroimage.2020.117571";"http://dx.doi.org/10.17632/fzcmhhjs76.2";"Mendeley Data";"CC BY";"general-purpose repository";"Mendeley Data";62,5;85,71;66,67;75;40;100;100;0;100;66,67;100;0;100;25;100;50;0;1;1;2;0;2;1;1;0;2;0;1;1;2;1;0;0;11;22;50;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;83,33;62,5;100;83,33;100;50;75;100;100;50;100;100;100;100;100;2;0;1;2;2;2;1;2;2;2;2;2
"10.1016/j.neuroimage.2021.118462";"https://osf.io/vraun/";"OSF";"CC BY";"general-purpose repository";"Open Science Framework";52,08;71,43;50;50;40;100;50;0;100;50;100;0;0;25;100;50;0;1;1;1;0;2;0,5;1;0;2;0;0;1;2;1;0;0;11;22;50;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;70,83;75;100;33,33;83,33;100;50;100;100;50;50;0;100;100;50;2;2;1;1;2;2;1;1;0;2;2;1
"10.1017/S2045796021000147";"https://osf.io/3xcdu/?view_only=957edc6293894497ba7aaf5bb8fc8205";"OSF";"NULL";"general-purpose repository";"Open Science Framework";29,17;57,14;33,33;0;20;50;100;0;50;33,33;0;0;0;25;0;50;0;1;0;2;0;1;0;1;0;0;0;0;1;0;1;0;0;9;22;40,91;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1038/s41398-020-01150-4";"https://osf.io/5xq9p/";"OSF";"NULL";"general-purpose repository";"Open Science Framework";29,17;42,86;33,33;25;20;50;50;0;50;33,33;50;0;0;25;0;50;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;0;10;22;45,45;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1093/bib/bbab219";"https://github.com/dieterich-lab/ComparisonOfMetabolicLabeling/tree/master/pulseRTc/results/slam/data";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1038/s42003-021-02635-8";"http://doi.org/10.17605/OSF.IO/GUPBF";"OSF";"NULL";"general-purpose repository";"Open Science Framework";41,67;71,43;33,33;50;20;100;50;0;100;33,33;100;0;0;25;0;50;0;1;1;1;0;2;0;1;0;2;0;0;1;0;1;0;0;13;22;59,09;9;40,91;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;100;100;0;0;50;50;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1038/s41586-021-03986-2";"https://doi.org/10.5281/zenodo.3527540";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";75;85,71;100;75;60;100;50;100;100;100;100;0;100;50;100;50;50;1;1;1;1;2;1;1;1;2;0;1;2;2;1;0;1;NA;NA;NA;14;63,64;TRUE;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1016/j.dib.2021.107604";"http://doi.org/10.17632/mtd59df24s.2";"Mendeley Data";"CC BY";"general-purpose repository";"Mendeley Data";62,5;85,71;66,67;75;40;100;100;0;100;66,67;100;0;100;25;100;50;0;1;1;2;0;2;1;1;0;2;0;1;1;2;1;0;0;13;22;59,09;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;83,33;62,5;100;83,33;100;50;75;100;100;50;100;100;100;100;100;2;0;1;2;2;2;1;2;2;2;2;2
"10.1016/j.isci.2021.103030";"https://data.mendeley.com/datasets/mkz6jfywmd/1";"Mendeley Data";"CC BY";"general-purpose repository";"Mendeley Data";62,5;85,71;66,67;75;40;100;100;0;100;66,67;100;0;100;25;100;50;0;1;1;2;0;2;1;1;0;2;0;1;1;2;1;0;0;11;22;50;11;50;NA;0;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1;0;1;1;0;0;50;100;50;0;100;50;0;50;50;50;0;83,33;62,5;100;83,33;100;50;75;100;100;50;100;100;100;100;100;2;0;1;2;2;2;1;2;2;2;2;2
"10.1038/s41467-021-21650-1";"https://doi.org/10.6084/m9.figshare.12382685.v1";"figshare";"CC BY";"general-purpose repository";"figshare";66,67;100;66,67;75;40;100;100;100;100;66,67;100;0;100;25;100;50;0;1;1;2;1;2;0;1;1;2;0;1;1;2;1;0;0;NA;NA;NA;15;68,18;TRUE;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1016/j.cortex.2021.03.026";"https://osf.io/q23ce/";"OSF";"NULL";"general-purpose repository";"Open Science Framework";29,17;42,86;33,33;25;20;50;50;0;50;33,33;50;0;0;25;0;50;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;0;10;22;45,45;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1016/j.molcel.2021.02.006";"https://dx.doi.org/10.17632/g2ghpnf4zk.1";"Mendeley Data";"CC BY";"general-purpose repository";"Mendeley Data";62,5;85,71;66,67;75;40;100;100;0;100;66,67;100;0;100;25;100;50;0;1;1;2;0;2;1;1;0;2;0;1;1;2;1;0;0;11;22;50;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;83,33;62,5;100;83,33;100;50;75;100;100;50;100;100;100;100;100;2;0;1;2;2;2;1;2;2;2;2;2
"10.1080/13561820.2021.1903405";"http://doi.org/10.17605/OSF.IO/6K7VN";"OSF";"CC BY";"general-purpose repository";"Open Science Framework";52,08;71,43;50;50;40;100;50;0;100;50;100;0;0;25;100;50;0;1;1;1;0;2;0,5;1;0;2;0;0;1;2;1;0;0;14;22;63,64;9;40,91;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;100;100;0;0;50;50;0;50;0;50;0;79,17;75;100;66,67;83,33;100;50;100;100;50;50;100;100;100;50;2;2;1;1;2;2;1;1;2;2;2;1
"10.1126/sciadv.abg4693";"https://doi.org/10.5281/zenodo.4670433";"Zenodo";"NULL";"general-purpose repository";"Zenodo";54,17;71,43;66,67;75;30;100;50;0;100;66,67;100;0;100;25;50;50;0;1;1;1;0;2;1;1;0;2;0;1;1;1;1;0;0;13;22;59,09;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1126/science.abi5273";"https://doi.org/10.5281/zenodo.4945655";"Zenodo";"NULL";"general-purpose repository";"Zenodo";54,17;71,43;66,67;75;30;100;50;0;100;66,67;100;0;100;25;50;50;0;1;1;1;0;2;1;1;0;2;0;1;1;1;1;0;0;13;22;59,09;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
"10.1016/j.cortex.2020.06.006";"https://doi.org/10.5281/zenodo.3479558";"Zenodo";"CC BY";"general-purpose repository";"Zenodo";70,83;85,71;100;75;50;100;50;100;100;100;100;0;100;50;100;50;0;1;1;1;1;2;1;1;1;2;0;1;2;2;1;0;0;NA;NA;NA;14;63,64;TRUE;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50;91,67;87,5;100;83,33;100;100;75;100;100;50;100;100;100;100;100;2;2;1;2;2;2;1;2;2;2;2;2
"10.1016/j.jclinepi.2020.09.022";"http://doi.org/10.17605/OSF.IO/PTJBN";"OSF";"CC BY";"general-purpose repository";"Open Science Framework";52,08;71,43;50;50;40;100;50;0;100;50;100;0;0;25;100;50;0;1;1;1;0;2;0,5;1;0;2;0;0;1;2;1;0;0;13;22;59,09;9;40,91;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;100;100;0;0;50;50;0;50;0;50;0;79,17;75;100;66,67;83,33;100;50;100;100;50;50;100;100;100;50;2;2;1;1;2;2;1;1;2;2;2;1
"10.1016/j.neuroimage.2020.117384";"https://github.com/grundm/graphCA/blob/master/analysis/behavior/nt_trials.txt";"GitHub";"NULL";"general-purpose repository";"GitHub";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;37,5;50;50;33,33;16,67;50;50;100;0;50;50;0;0;0;50;2;0;1;1;2;0;1;1;0;0;0;1
"10.1021/acs.jmedchem.1c01264";"https://doi.org/10.23729/4d448eb0-c6ef-4b7d-a557-3758f5f68d47";"Fairdata.fi";"CC BY";"general-purpose repository";"Fairdata.fi";50;85,71;33,33;25;40;100;100;0;100;33,33;50;0;0;25;100;50;0;1;1;2;0;2;0;1;0;1;0;0;1;2;1;0;0;5;22;22,73;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.1038/s41467-021-26706-w";"https://doi.org/10.17605/OSF.IO/RUJWA";"OSF";"NULL";"general-purpose repository";"Open Science Framework";41,67;71,43;33,33;50;20;100;50;0;100;33,33;100;0;0;25;0;50;0;1;1;1;0;2;0;1;0;2;0;0;1;0;1;0;0;13;22;59,09;10;45,45;NA;1;1;1;1;0;1;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;100;100;50;0;50;50;0;50;0;50;0;54,17;75;50;33,33;50;100;50;100;0;50;50;0;0;100;50;2;2;1;1;2;0;1;1;0;0;2;1
